dataset,method,runtime_seconds,n_true_classes,ari,nmi,ami,homogeneity,completeness,v_measure,silhouette,coverage,binary_ari,seed
NSL-KDD,DBSCAN,0.18883562088012695,10,0.7458640254040725,0.5950956708747542,0.5876488364455829,1.0000000000000002,0.42358448083456796,0.5950956708747543,1.0,0.5809,,44
NSL-KDD,Spectral,8.27862000465393,10,0.3611255433423342,0.45571197589924733,0.45467317280685227,0.6196347146805881,0.3603755652061793,0.4557119758992473,0.0,1.0,,44
NSL-KDD,HDBSCAN,0.21535682678222656,10,0.5276052168150034,0.5508700538079175,0.5480002376962241,0.9783591489941802,0.3833619733003824,0.5508700538079174,0.8067448302938824,0.7878,,44
NSL-KDD,K-Means-emb,0.2291867733001709,10,0.3236926199661498,0.596866986232976,0.5961339193057578,0.9416302104094976,0.43690209443109373,0.5968669862329761,0.0,1.0,,44
NSL-KDD,Spectral-emb,2.157979965209961,10,0.2397746827316955,0.4858559672541138,0.48487460299488644,0.6989556693660977,0.37233680478989756,0.48585596725411384,0.0,1.0,,44
NSL-KDD,HDBSCAN-emb,1.0382061004638672,10,0.40422262741284504,0.5799587786434085,0.5787738117626352,0.9992288121662625,0.4085385922240344,0.5799587786434085,-0.07600853592157364,0.9303,,44
NSL-KDD,MITRE-CORE,6.550900459289551,10,0.5928759280623768,0.6703504537067506,0.6692593019185367,0.9581680780548364,0.5155022281657592,0.6703504537067506,0.0,1.0,,44
CICIDS2017,K-Means,0.0635671615600586,16,0.06376958257768019,0.22387956548217655,0.22006630696385243,0.3643741803714314,0.1615784812613721,0.2238795654821766,0.0,1.0,,44
CICIDS2017,DBSCAN,0.05887246131896973,16,0.9774487264422764,0.8437871066463299,0.842761035798033,0.9999999999999999,0.7297852424036468,0.8437871066463299,1.0,0.1033,,44
CICIDS2017,Spectral,8.466223001480103,16,-0.027886237898935986,0.17719927803898253,0.17298328376984554,0.2871391475101966,0.12813784526397615,0.17719927803898256,0.0,1.0,,44
CICIDS2017,HDBSCAN,0.18298935890197754,16,0.08256740306912173,0.256859545727673,0.2473204852263138,0.5846394228704535,0.16458465594800054,0.256859545727673,0.40662208971936437,0.7883,,44
CICIDS2017,K-Means-emb,0.2719414234161377,16,0.12970230708167027,0.5214265971187552,0.519040983178095,0.9383637005108844,0.3610178565585556,0.5214265971187553,0.0,1.0,,44
CICIDS2017,Spectral-emb,1.27500319480896,16,0.022512489801701313,0.1882846095268006,0.18373344461000735,0.20722370505961038,0.1725174709971878,0.18828460952680054,0.0,1.0,,44
CICIDS2017,HDBSCAN-emb,0.2967529296875,16,0.01523283710608916,0.3152666006078533,0.29687979559428246,0.9988614472904402,0.18717137205499737,0.3152666006078533,0.15786291658878326,0.9601,,44
CICIDS2017,MITRE-CORE,6.870150327682495,16,0.10832757469357103,0.489331247934561,0.4853913949169793,0.961231792697056,0.3282046886951228,0.489331247934561,0.0,1.0,,44
TON_IoT,K-Means,0.04535675048828125,10,0.10697156598249265,0.2735622871969496,0.27212936930767306,0.2657494464715386,0.2818484262355183,0.2735622871969495,0.0,1.0,,44
TON_IoT,DBSCAN,0.04841303825378418,10,0.12193565030160311,0.4158279419861369,0.3866528418253992,0.9927095189641865,0.2629961123811811,0.41582794198613676,1.0,0.1576,,44
TON_IoT,Spectral,56.78790044784546,10,0.027238207323588934,0.1438404842517223,0.14192277477052204,0.12455719480899155,0.17018811220148264,0.1438404842517223,0.0,1.0,,44
TON_IoT,HDBSCAN,0.19898223876953125,10,0.12330112044473202,0.390736139827245,0.3800545833914854,0.5267019114442301,0.31056512484001514,0.390736139827245,0.18750326589313351,0.8469,,44
TON_IoT,K-Means-emb,0.18940496444702148,10,0.6635993143110541,0.8111741465429202,0.8108184184426744,0.8218294832085868,0.8007915744892881,0.8111741465429202,0.0,1.0,,44
TON_IoT,Spectral-emb,1.812645435333252,10,0.008244123534103101,0.0950644465169027,0.09277489751256879,0.07249450243515108,0.13804127621384613,0.09506444651690273,0.0,1.0,,44
TON_IoT,HDBSCAN-emb,0.3662993907928467,10,0.05573847680240993,0.5576450009960294,0.5411442995262383,0.9979558851769104,0.3869276009428765,0.5576450009960294,0.13699157536029816,0.9603,,44
TON_IoT,MITRE-CORE,6.970602989196777,10,0.3529302173342909,0.6909995620642436,0.6882999993237972,0.9137695583429629,0.5555586359269321,0.6909995620642436,0.0,1.0,,44
SQTK_SIEM_kcluster,K-Means,0.02320575714111328,11,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,,44
SQTK_SIEM_kcluster,DBSCAN,0.2662672996520996,11,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,,44
SQTK_SIEM_kcluster,Spectral,0.3165469169616699,11,-0.0014674022680849703,0.004860528646299974,-5.743702750996214e-05,0.005222912460146177,0.004545169026729449,0.004860528646299974,0.0,1.0,,44
SQTK_SIEM_kcluster,HDBSCAN,0.04707217216491699,11,0.0,0.0,,,,,0.0,0.0,,44
SQTK_SIEM_kcluster,K-Means-emb,0.14216876029968262,11,0.2976189366468301,0.427630726425528,0.4247360190265598,0.44942332572591304,0.40785383737195036,0.4276307264255281,0.01004160288721323,1.0,,44
SQTK_SIEM_kcluster,Spectral-emb,0.9333629608154297,11,0.08991006404156658,0.2823705472038285,0.27859718916469467,0.2815724227882863,0.2831732090901177,0.28237054720382854,-0.413582444190979,1.0,,44
SQTK_SIEM_kcluster,HDBSCAN-emb,0.36353516578674316,11,0.19203442341665408,0.47702999373611127,0.46084929319650303,0.7589150832702091,0.3478335869633804,0.4770299937361112,-0.22066769003868103,0.8052941176470588,,44
SQTK_SIEM_kcluster,MITRE-CORE,2.639463424682617,11,0.3638524403261379,0.5233726710547166,0.5170868270492737,0.6641254404196494,0.43184807520239593,0.5233726710547166,-0.3618333041667938,1.0,,44
OpTC,K-Means,0.012336492538452148,2,0.07226837135790685,0.10508133109415078,0.10497112882774917,0.257877634138416,0.06598452592481183,0.10508133109415078,0.0,1.0,0.0,44
OpTC,DBSCAN,0.11011695861816406,2,0.0016167474562947077,0.08521232321192772,0.06605947059870895,0.706568507091117,0.04534017961035399,0.08521232321192772,1.0,0.2388,0.56767960728973,44
OpTC,Spectral,187.82199597358704,2,0.0003687195599091941,8.068275582222859e-07,-0.00042479500037300897,5.930118169973463e-07,1.2617701154484002e-06,8.068275582222859e-07,0.0,1.0,0.0,44
OpTC,HDBSCAN,0.2280869483947754,2,0.07907474047554373,0.048786117824372505,0.04759698431670873,0.2953994427286841,0.02658865783024084,0.048786117824372505,0.4313137099004566,0.918,0.0,44
OpTC,K-Means-emb,0.044512033462524414,2,0.07239155871581368,0.10515585525961317,0.10504564536096621,0.25802129581737426,0.06603389117943685,0.10515585525961318,0.0,1.0,0.0,44
OpTC,Spectral-emb,0.2617204189300537,2,-0.051073140741667244,0.022471906651766932,0.02230672207155794,0.040247630980917506,0.0155875337012957,0.02247190665176693,0.0,1.0,0.0,44
OpTC,HDBSCAN-emb,0.20911645889282227,2,0.01982823341771319,0.1102683822126653,0.10868337415431831,0.9999999999999901,0.058351345331130865,0.1102683822126653,4.232939831982918e-10,0.9984,1.0,44
OpTC,MITRE-CORE,8.676643371582031,2,0.05132131638182697,0.1839601083172779,0.1836392032074452,1.0,0.10129739393930524,0.18396010831727794,0.0,1.0,1.0,44
